ChanQual,Exp_collection,Expi,WebCam,comments,ephysFN,expControlFN,pref_chan,stim_size,pref_unit,stimuli
NaN,BigGAN_Hessian,9,,"CH 52 (0, 0) 3 1 CMAES fc6 vs BigGAN. Hash. Sounds VR.  
Beto is working well so far. Both are climbing at block 7. they started out similar as well. Climbing together but fc6 is staying slightly above. Block 15, fc6 is taking off. Stop at 1006. 27 blocks. Complete 
entered into proj biggan ",Beto-24082020-002,200824_Beto_generate_BigGAN(1),52,3,NaN,N:\Stimuli\2020-BigGAN\2020-08-24-Beto-01\2020-08-24-09-44-23
NaN,BigGAN_Hessian,9,,"Selectivity with Hess images. CH 52 (0, 0) 3 degrees. Start at 10:17. 
Lets get 7 blocks. 8 blocks. Done at 1035. complete ",Beto-24082020-003,200824_Beto_selectivity_basic,52,3,NaN,N:\Stimuli\2020-Hessian\beto-200824-selectivity
NaN,BigGAN_FC6,NaN,,"CH 62 (0, 0) 3 1 CMAES fc6 vs BigGAN. Hash. Fc6 is climbing fast at block 4. biggan started out very high. Fc6 is climbing, biggan very slight. Stop at 11. 22 blocks. Complete 
entered into proj biggan ",Beto-24082020-004,200824_Beto_generate_BigGAN(2),62,3,NaN,N:\Stimuli\2020-BigGAN\2020-08-24-Beto-02\2020-08-24-10-37-47
NaN,,NaN,,"Rf mapper start at 1027. His channels have lots of noise from the reward today. 4 blocks at 1031.  
Moved other experiments from today to search task ",Beto-26082020-001,200826_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,BigGAN_FC6,NaN,,"Generate bigGAN start at 1104. CH 61 (-3, -2.5) 3 1 CMAES hash 1/5. Noisey artifact from reward. But chan is visually responsive. Block 6, biggan is climbing more than fc6. Fc6 has not climbed yet. Wahoooo block 9, fc6 is climbing too! Block 14, both climbing stilll. Both making black object on left side. Biggan is making dog face. Images look very similar! Fc6 is still shooting up. 27 blocks at 1136. SO COOL. 
entered into proj biggan ",Beto-26082020-005,200826_Beto_generate_BigGAN(1),61,3,NaN,N:\Stimuli\2020-BigGAN\2020-08-26-Beto-01\2020-08-26-11-04-04
NaN,,NaN,,"Rf mapping start at 940. 3 blocks at 947. 3 blocks . 1, 4, 27. . complete ",Beto-28082020-001,200828_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,BigGAN_FC6,NaN,,"CH 1 (0, 0) 3 1 Cmaes fc6 vs bigGan. Start at 952. Ugh hes being super bumpy. Now hes settled in. Hmm. Not looking great. 7 blocks in, not climbing. psth is flat too. Block 23. Still neither climbing at 23. But fc6 evo image is interesting. Letting it go. Fc6 Jumped up at 24. Fc6 is climbing! Beto is bumping a lot...... stop 28 blocks. 1030. complete 
entered into biggan ",Beto-28082020-002,200828_Beto_generate_BigGAN,1,3,NaN,N:\Stimuli\2020-BigGAN\2020-08-28-Beto-01\2020-08-28-09-52-32
NaN,,NaN,,"Hp at 1040 ish AM 
001 at 1043 AM, rf mapping 
chn 01 at fovea it, seems, kinda small. Hard to hear any hash. 
Ch 2 same as one 
3-4 bad 
5 great 
6 eh 
6-16 eh 
17 visually responsive 
57 correct trials, 4 blocks completed so far – 60  
that took 5 minutes 
01 is barely sig. 4 may be better. 13 is solid, -1,0.4. Let's try 13 (-1,0) ",Beto-31082020-001,200831_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,BigGAN_FC6,NaN,,"002 at 1052 AM 
13 (-1,0) 3 1, CMAES, hash 
FC6, BigGAN class , hash 5/5 
PSTHs are not impressive 
both started equally crappy 
1054 bumpy 
1057 bmpy 
1059 sleepy time. At 54% participation, not his best... 
1109 bmp, 71 % participation 
very wildly variable rates. Monkey misbehaving. The overall stability of the monkey and array are getting to a less useful stage. 
Biggan climbed – let's go to ~35 ish 
update popup broke his flow! STill good experiment though 
entered into biggan project ",Beto-31082020-002,200831_Beto_generate_BigGAN,13,3,NaN,N:\Stimuli\2020-BigGAN\2020-08-31-Beto-01\2020-08-31-10-52-29
NaN,BigGAN_Hessian,10,,"003 at 1140 AM 
Biggan manifold experiment for Binxu 
13 (-1,0) 3 
he's bumpy of course. Upped to 100 ms rew. 
62 correct trials and 1 block so far... 
92 trials for 2 blocks, ~46 per block. Should cut down further...~ 
12 minutes in, 46% participation, has had ~150 cc 
so many bumps. But he should work at least 60-90 minutes, or we'll have a bad situation. 
He's only had around 200 cc but his protest rate is noticeablely up. I think this shows that time is the limit, not getting enough water. 
Let's go to 12:05. That'll be around 1 hour 20 minutes ",Beto-31082020-003,200831_Beto_selectivity_basic,13,3,NaN,N:\Stimuli\2020-BigGAN\2020-08-31-Beto-01\2020-08-31-10-52-29\Hess_imgs
NaN,,NaN,,"Hp at 220 ish 
001 at 232 PM 
looks like SU at 27 
RF looks very eccentric, aroun 5 deg.  ",Beto-01092020-001,200901_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,,NaN,,"002 rf mapping again, using 5-deg image 
looks like (0,0) at 5 deg ",Beto-01092020-002,200901_Beto_rfMapper_basic(1),NaN,NaN,NaN,
NaN,BigGAN_FC6,NaN,,"003 at 240 PM 
27 (0,0) 5 1 CMAES , SU 1/5,  
using fc6 and Biggan class 
great psths, very transient 
Entered into project biggan 
86% participation. Maybe 1-2 is best 
256 pm, bumps ",Beto-01092020-003,200901_Beto_generate_BigGAN,27,5,NaN,N:\Stimuli\2020-BigGAN\2020-09-01-Beto-01\2020-09-01-14-40-41
NaN,BigGAN_FC6,NaN,,"004 at 316 PM 
29 (0,0) 5 1 CMAES, hash 5/5 
fc6 vs biggan 
bumpies. 3:30 PM. Has been working for an hour 
entered into project biggan ",Beto-01092020-004,200901_Beto_generate_BigGAN(1),29,5,NaN,N:\Stimuli\2020-BigGAN\2020-09-01-Beto-02\2020-09-01-15-16-24
NaN,,NaN,,"Rf mapper start at 1003. 4 blocks complete at 1009.  
4 (-1,0.5) 3  ",Beto-03092020-001,200903_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,BigGAN_FC6,NaN,,"Generate BigGAN start at 1017. CH 4 hash (-1, 0.5) 3 1 cmaes fc6 vs bigGAN. Block 8, neither climbing yet. Not looking promising. Both are making black object in center of image. Might be going up at 12. Biggan is very up and down. Hard to say, neither really climbed, kinda up and down along where they started. Give it a few more. Block 22, both jumped up, well see. 25 blocks stop, at 1047 . Call it a bust.  ",Beto-03092020-002,200903_Beto_generate_BigGAN(1),4,3,NaN,N:\Stimuli\2020-BigGAN\2020-09-03-Beto-01\2020-09-03-10-17-39
NaN,BigGAN_FC6,NaN,,"Generate BigGAN start at 1049. CH 60  hash (0, 0) 3 1 cmaes fc6 vs bigGAN.very active channel. Sounds vr. Both fc6 and BG started out high. Psth looks good too. Both climbing at block 10. He is sure bumping.......220 + 35 aq. This will be his last exp. For the day. 21 blocks at 1119. Both climbed.  
entered into Matlab, project biggan ",Beto-03092020-003,200903_Beto_generate_BigGAN(2),60,3,NaN,N:\Stimuli\2020-BigGAN\2020-09-03-Beto-02\2020-09-03-10-49-00
NaN,,NaN,,"001 at 1041 AM rf mapping, 1 an 3 ",Beto-07092020-001,200907_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,BigGAN_FC6,NaN,,"002 at 1050 AM 
5 (0,0) 3 2  CMAES , fc6 and biggan, hash 5/5. Very visually responsive tho 
good psths 
11 AM , first bump, has had around 50 cc 
1107 bump. It's a weak rise by BG, worth a manifold? Not sure 
Done at 21 blocks, 11:11 AM, going for a manifold 
entered into project biggan ",Beto-07092020-002,200907_Beto_generate_BigGAN,5,3,NaN,N:\Stimuli\2020-BigGAN\2020-09-07-Beto-01\2020-09-07-10-50-26
NaN,BigGAN_Hessian,11,,"003 at 1116 AM 
selectivity with hessian manifold 
5 (0,0) 3 2 
bump at 1121 
1123 – bump. Upped to 130 ms from 100 ms. 
Done at 5 reps ",Beto-07092020-003,200907_Beto_selectivity_basic,5,3,NaN,N:\Stimuli\2020-BigGAN\2020-09-07-Beto-01\2020-09-07-10-50-26\Hess_imgs
NaN,BigGAN_FC6,NaN,,"006 at 1135 AM 
51 (0,0) 2 1 CMAES hash 5/5 
fc6 and biggan. PSTH is okaish 
upped reward to 180 and then 200 upon 1138 bmp 
1141 AM, so one hour so far. He should go at least another 15-20 minutes. 
bmp 
Oh no, noise increasing across the board! Isolation in danger... 
Bad noise gone again, and even lower. He's moving a lot, and  I think the connector may have problems. It has become harder to plug in 
Upped to 400 ms 
1156 AM, has been on for one hour and 15 minutes, which is not bad. Let's finish him at 1 20' 
12 PM he's bumpy. Should not stop during a bump or he'll learn the wrong lesson. ",Beto-07092020-006,200907_Beto_generate_BigGAN(2),51,2,NaN,N:\Stimuli\2020-BigGAN\2020-09-07-Beto-02\2020-09-07-11-35-06
NaN,,NaN,,"Rf map start at 1023. Hes not bumping, that’s nice, just napping and not trying. 4 blocks at 1030 ",Beto-10092020-001,200910_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,BigGAN_FC6,NaN,,"GenBG start at 1037. CH 17 (-1.5, 0) 3 1 CMAES. Hash 5/5. Sounds VR. Psth looks good. However, natural images starting on top, we will see how it goes. Fc6 has climbed, nothing from BG yet. They are staying together, under natural images. First shakes at 1049. Ouhh both look to be climbing at 16! Shake again at 1053. Looks like we lost waves in CH 35 & 50, just noise. Block 20, fc6 climbed but is about equal with natural images. BG is struggling to climb, but its still there. 25 blocks complete. 1102. Both climbed, on to sel.  
entered into biggan ",Beto-10092020-002,200910_Beto_generate_BigGAN(1),17,3,NaN,N:\Stimuli\2020-BigGAN\2020-09-10-Beto-01\2020-09-10-10-37-41
NaN,BigGAN_Hessian,12,,"Running hess images, it started at 1104. Done. Start selectivity of hess images at 11:10. CH 17 (-1.5, 0) 3 degrees. Hash. BG made a picture with two faces, one human and one dog. 2 blocks in 4 minutes. 6 blocks stop at 1127.  ",Beto-10092020-003,200910_Beto_selectivity_basic,17,3,NaN,N:\Stimuli\2020-Hessian\beto-200910-selectivity
NaN,BigGAN_FC6,NaN,,"Gen BG start at 1130. CH 4 (0, 1.5) hash. Receptive field wasnt great, but best of the options, want to give it a try. It’s a pretty quiet unit. 7 blocks in, not much yet. Hes had 200 ml so far, would like for him to get to 300. And work for at least 10 more minutes. they are both very slight climb. making black object in center.  ugh hes at 20 blocks but not it kinda looks like its climbing more. Hes done. 20 blocks at 1155. 
entered into biggan  ",Beto-10092020-004,200910_Beto_generate_BigGAN(2),4,NaN,NaN,N:\Stimuli\2020-BigGAN\2020-09-10-Beto-02\2020-09-10-11-29-53
NaN,,NaN,,"Rf mapper start at 1002. 5 blocks at 1007. ",Beto-14092020-001,200914_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,BigGAN_FC6,NaN,,"CH 51(0, 0) 3 1 cmaes. Hash 5/5. Start at 10:13. Fc6 vs BG. Both climbing at block 6. block 15, doing the same thing again! Hes not moving or bumping but noise is taken over. 22 blocks, stop at 1030.  ",Beto-14092020-002,200914_Beto_generate_BigGAN(2),51,3,NaN,N:\Stimuli\2020-BigGAN\2020-09-14-Beto-01\2020-09-14-10-12-27
NaN,BigGAN_FC6,NaN,,"59, (0, 0)  3 1 CMAES. Fc6 vs BG. Hash 5/5. Start at 1033. looking good so far, psth high.  Bumping at 1038. Both climbed, stayed pretty high. Stop at 20 blocks, 1052. BG image was busy, but making 2 people or 2 round objects.  
Completed 
entered into biggan ",Beto-14092020-003,200914_Beto_generate_BigGAN(3),59,3,NaN,N:\Stimuli\2020-BigGAN\2020-09-14-Beto-02\2020-09-14-10-33-12
NaN,BigGAN_Hessian,13,,"Attempting sel. Selectivity of CH 59 Hessian images start at 1058. CH 59 (0, 0) hash. So far so good. Need 260 trials, at 185 now. One more block! Hes got it. 5 blocks complete at 1113 ",Beto-14092020-004,200914_Beto_selectivity_basic,59,3,NaN,N:\Stimuli\2020-Hessian\beto-200914-selectivity
NaN,,NaN,,"Rf mapper start at 949. Taking a nap.  4 blocks at 955 ish. complete ",Beto-17092020-001,200917_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,BigGAN_FC6,NaN,,"Generate BG fc6 vs BG start at 959. CH 29 (0,1)  3 1 CMAES. SU 2/5(see picture). Very VR, it sounds great.  
Both Look to be climbing at block 8. taking another nap. Block 20, fc6 really climbing, BG right behind. Block 23, fc6 still going up. bumps at 1019. 30 blocks, fc6 slowing climb. BG staying flat too. Both successful. Stop 35 blocks complete at 1028. complete 
entered into biggan 
Doing Hessian selectivity images. Hes taking a nap while waiting. Thats nice. ",Beto-17092020-002,200917_Beto_generate_BigGAN(1),29,3,NaN,N:\Stimuli\2020-BigGAN\2020-09-17-Beto-01\2020-09-17-09-59-59
NaN,BigGAN_Hessian,14,,"Selectivity start at 1038. CH 29 (0, 1) 3 degrees. SU 2/5. Using BG evolution Hessian images. 6 blocks stop at 1056. complete ",Beto-17092020-003,200917_Beto_selectivity_basic,29,3,NaN,N:\Stimuli\2020-Hessian\beto-200917-selectivity
NaN,BigGAN_FC6,NaN,,"CH 64 (0, 0) 3 1 CMAES. Hash 5/5. Generate BG start at 1057. Blasting him, hes has been working pretty well for 1 hour, 15 minutes. This will be last exp today. Fc6 climbing a bit at B8, BG pretty flat. Both climbing at block 13. 16 blocks complete stop at 1117. Only 16 blocks, may not keep 
completed 
entered into biggan ",Beto-17092020-004,200917_Beto_generate_BigGAN(2),64,3,NaN,N:\Stimuli\2020-BigGAN\2020-09-17-Beto-02\2020-09-17-10-57-23
NaN,,NaN,,"Rf mapper start at 945. 4 blocks stop at 950. complete ",Beto-23092020-001,200923_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,BigGAN_FC6,NaN,,"BG CH 57 (0,0) 3 1 cmaes. Fc6 vs BG. Start at 955. Hash 5/5. Looks good off the start. Fc6 and BG psth are high. Block 17, fc6 climbing. BG staying the same but it started higher than the rest. Both are making black blob on right side of image. 24 blocks stop at 1015. complete 
entered into biggan ",Beto-23092020-002,200923_Beto_generate_BigGAN(1),57,3,NaN,N:\Stimuli\2020-BigGAN\2020-09-23-Beto-01\2020-09-23-09-55-07
NaN,BigGAN_FC6,NaN,,"CH 27 (0, 0) 3 1 hash. This ch has a SU (labeled as 2) but it is sparse and seems suppressed. Start at 1017. Block 10, still nothing. We will give it a few more. 18 blocks stop at 1033. Neither climbed.  complete ",Beto-23092020-003,200923_Beto_generate_BigGAN(2),27,3,NaN,N:\Stimuli\2020-BigGAN\2020-09-23-Beto-02\2020-09-23-10-17-04
NaN,BigGAN_FC6,NaN,,"CH 54 (0, 0) 3 1 cmaes. Napping. Hash 5/5. Start at 1034. Psth for both look good to start. Sounds VR. Fc6 already climbing at blcok 5. fc6 really climbing at block 8. shaking monkey. Fc6 still climbing at 16. Bg , same story, staying high but not climbing. both climved. BG very slight. 20 blocks at 1058. complete 
entered into biggan ",Beto-23092020-004,200923_Beto_generate_BigGAN(3),54,3,NaN,N:\Stimuli\2020-BigGAN\2020-09-23-Beto-03\2020-09-23-10-34-45
NaN,,NaN,,"CH 55 (0,0) 3 1 hash 5/5.  start at 1059. He probs wont get through this, blasting him and see how far he gets.  10 blocks stop at 1113. Only 10 blocks, may not keep ",Beto-23092020-005,200923_Beto_generate_BigGAN(4),55,3,NaN,N:\Stimuli\2020-BigGAN\2020-09-23-Beto-04\2020-09-23-10-59-09
NaN,BigGAN_FC6,NaN,,"BG vs fc6 CH 55 hash (0,0) 3 1 cmaes. Start at 1038. Fc6 climbing fast. Kinda weird, BG and fc6 are climbing together (same curve).... but fc6 higher. Hes almost done, just a few more blocks. Block 14 they are doing their own thing... napping. 18 blocks stop at 1102. complete ",Beto-29092020-005,200929_Beto_generate_BigGAN(2),55,3,NaN,N:\Stimuli\2020-BigGAN\2020-09-29-Beto-02\2020-09-29-10-38-39
NaN,,NaN,,"Rf start at 948. 4 blocks at 953.  complete 
CH 20 (0, 2) 3 1 cmaes fc6 vs BG. Start at 958. Stop 1001, trying something dif. ABORT ",Beto-21092020-001,200921_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,FC6_CMAHess,NaN,,"CH 20 (0, 2) 3 1 CMAES {fc6} hash 5/5 
CH 20 (0, 2) 3 1 CMAES_Hessian {fc6} hash 5/5 
Start at 10:03. From the start, natural images are above by about 40s/s. But peaking similar to natural images psth. Block 7, both look to be climbing, block 10, climbing and psth peak is highest now.regular cmaes is winning. Block 13, cmaes is winning, still climbing. 20 blocks, look like they are both done climbing. Cmaes climbed 50s/s higher. 22 blocks, stop at 1024.  complete ",Beto-21092020-003,200921_Beto_generate_BigGAN(3),20,3,NaN,N:\Stimuli\2020-BigGAN\2020-09-21-Beto-01\2020-09-21-10-03-01
NaN,FC6_CMAHess,NaN,,"CH 5 (0, 0) 3 1 CMAES {fc6} hash 5/5. CH 5 has a SU right now but we are evolving to the hash(hash is 1, SU is 2) 
CH 5 (0, 0) 3 1 CMAES_Hessian {fc6} hash 5/5 
Start at 10:25. Both started climbing at block 5, now at blcok 10, both still climbing together. Still staying together and climbing at block 16. Both climbed evenly. Stop at 22 blocks 1047.  complete ",Beto-21092020-004,200921_Beto_generate_BigGAN(4),5,3,NaN,N:\Stimuli\2020-BigGAN\2020-09-21-Beto-02\2020-09-21-10-24-34
NaN,FC6_CMAHess,NaN,,"CH 26 (0, 0) 3 1 CMAES {fc6} hash 5/5 
CH 26 (0, 0) 3 1 CMAES_Hessian {fc6} hash 5/5 
Start at 10:49. Both climbing at block 11. 20 blocks at 1113.  complete ",Beto-21092020-005,200921_Beto_generate_BigGAN(5),26,3,NaN,N:\Stimuli\2020-BigGAN\2020-09-21-Beto-03\2020-09-21-10-49-20
NaN,,NaN,,"RF mapping  
Chan 5 
10 mins already... 
Hash unit of chan5 is good.  
Unit 5 2 [-0.5 0.7] 
29 1 (-0.4 2.0) 
29  2 (0.0 1.3) 
Finished ",Beto-16102020-001,201016_Beto_rfMapper_basic(1),NaN,NaN,NaN,
NaN,BigGAN_FC6,NaN,,"003 FC6 BigGAN evol 
FC6 CMAES_Hessian ,   ch5 2 (-0.5 0.7) 
BigGAN CMAES,   ch5 2 (-0.5 0.7) 
This CMAES only cut off Spectrum no rescaling!!! Use this version to save time. 
4 mins finish 5 blocks pretty efficient  
Taking a nap!  
CMAES-Hessian goes up immediately.  
Both climb .  
11block 10 mins.  CMA Hessian does well on the FC6 
~ 21 blocks. BigGAN also climbs a bit. Not too dramatic but steady. 
Terminate ~ 30. Very efficient here!  
During Saving the matlab crushed....  
So TrialRecord is missing. Need to fix this bug!!!!! 
Finished ",Beto-16102020-003,201016_Beto_generate_BigGAN(2),5,3,NaN,N:\Stimuli\2020-BigGAN\2020-10-16-Beto-01\2020-10-16-11-21-49
NaN,BigGANHessMovie,NaN,,"004 Selectivity movie.  
Chan5 (-0.5 0.7) 3deg 
Monkey is not rewarded properly..... 
12:15 finished.  ",Beto-16102020-004,201016_Beto_selectivity_movie,5,3,NaN,N:\Stimuli\2020-GANmovies\2020-10-16-Beto
NaN,BigGANHessMovie,NaN,,"005 Selectivity movie. 
Monkey is not rewarded properly..... 
Chan5 (-0.5 0.7) 3deg 
shorter movie  
12:20 finished ",Beto-16102020-005,201016_Beto_selectivity_movie(1),5,3,NaN,N:\Stimuli\2020-GANmovies\2020-10-16-Beto
NaN,BigGANHessMovie,NaN,,"006 Selectivity movie. 
even shorter movie.  
Change the scheme, rewarded after each image presentation.  
12:36 finished  ",Beto-16102020-006,201016_Beto_selectivity_movie(2),5,3,NaN,N:\Stimuli\2020-GANmovies\2020-10-16-Beto
NaN,BigGANHessMovie,NaN,None,"007 Selectivity movie. 
Foveal movie . We finished a block 20 movies Oyeah!  
12:42 finished  ",Beto-16102020-007,201016_Beto_selectivity_movie(3),5,3,NaN,N:\Stimuli\2020-GANmovies\2020-10-16-Beto
NaN,CMAGA_cmp,NaN,,"Hp at 9 30 
001 at 938 AM 
rf mapping 
-8:2:8. beautiful SU at 39 but I doesn't look visually responsive. Tonic ",Beto-07022020-001,200207_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,CMAGA_cmp,NaN,,"002 at 945 AM 
rf mapping  
-1.5:0.5:1.5  
again, 39 SU not visually responsive, alas ",Beto-07022020-002,200207_Beto_rfMapper_basic(1),NaN,NaN,NaN,
1,CMAGA_cmp,NaN,,"003 at 957 am 
CMAES vs GA 
39 (0,-0.5) 3 1 CMAES, SU 1/5 
39 (0,-0.5) 3 1 GA 
Very cool  - both worked for this v1 cell, but CMA got there faster 
will go to block 20. It's been 21 minutes. 
Completed at 20 blocks ",Beto-07022020-003,200207_Beto_generate_integrated,39,3,NaN,N:\Stimuli\2019-12-Evolutions\2020-02-07-Beto-01\2020-02-07-09-57-37
NaN,CMAGA_cmp,NaN,,"001 Foveal RFMapping  
-1.5:0.5:1.5 1deg .  
Not very many single unit in general today  
Give him a larger fixation range.  
Monkey awakes ~ 10:54. Still doesn’t work well.  
25 there is a single unitish thing.  ",Beto-18022020-001,200218_Beto_rfMapper_basic,NaN,NaN,NaN,N:\Stimuli\2019-06-RF-mapping\2020-02-18-Beto
NaN,CMAGA_cmp,NaN,,"002 RFMapper rough  
-8:2:8  2deg 
The online PSTH is odd…. IS that true that I did sth wrong with the timing of trial start?  ",Beto-18022020-002,200218_Beto_rfMapper_basic(1),NaN,NaN,NaN,N:\Stimuli\2019-06-RF-mapping\2020-02-18-Beto
NaN,CMAGA_cmp,NaN,,"003 generate_integrated starts 11:38  
25 [0 0 ] 3 1 CMAES 
25 [0 0 ] 3 1 GA 
Single unit like ! Obviously visually responsive.  
Seems start to evolve~ CMAES is good  
Works not so well but still evolves.  
Not wanting to work, get him to block 25 or so and call it. Hes been working 2 hours.  
21 blocks complete, stop at 12:58  ",Beto-18022020-003,200218_Beto_generate_integrated(1),25,3,NaN,N:\Stimuli\2019-12-Evolutions\2020-02-18-Beto-01\2020-02-18-11-38-57
5,CMAGA_cmp,NaN,,"004 
Generate integrated, CMA v GA, ch. 18, just hash, whole unit 
Ch 18 [-1.5, 1.5] 3 1 CMAES 
Ch. 18 [-1.5, 1.5] 3 1 GA 
Start at 11:31, hes working good. Reward at 140+30 
Block 7, evolution not taking off yet… 
Block 15, 250 reward, hes doing okay, going to see how long he'll go.  
20 blocks completed, hes almost done….trying to push him 
Stopped at 1239, 21 blocks complete ",Beto-20022020-005,200220_Beto_generate_integrated(1),18,3,NaN,N:\Stimuli\2019-12-Evolutions\2020-02-20-Beto-02\2020-02-20-11-31-57
NaN,CMAGA_cmp,NaN,,"Hp at 120 ish 
001 at 132 PM 
rf mapping, 2 deg at -8:8 
49 is nice, (0.2,-0.4) ",Beto-24022020-001,200224_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,CMAGA_cmp,NaN,,"002 at 137 PM 
rf mapping, 0.75 deg at -3:3 
with better resolution, (-0.1,-0.5) ",Beto-24022020-002,200224_Beto_rfMapper_basic(1),NaN,NaN,NaN,
NaN,,NaN,,"003 at 150 PM 
GA vs CMA 
ch 49 [ -0.2 -0.5] 3 1 CMAES 
49 [ -0.2 -0.5] 3 1 GA 
had to restart at 153 PM because of missing em cursor 
finished at 226 
There is problems of the bhv2, cannot find it
200224_Beto_generate_integrated(2)
200224_Beto_generate_integrated(1)
Are not correct after examining, those are obsolete ones.",Beto-24022020-003,,49,3,NaN,N:\Stimuli\2019-12-Evolutions\2020-02-24-Beto-01\2020-02-24-13-53-10
NaN,,NaN,,"004 at 227  
had to restart because of missing eye cursor, new start at 230 PM 
53 (-0.2, -0.5) 3 1 CMAES 
53 (-0.2, -0.5) 3 1 GA 
245 PM performance at 56% for this block, 78% overall 
253 PM 75%, 102 rew, has had around 100 cc 
There is problems of the bhv2, cannot find it
200224_Beto_generate_integrated(2)
200224_Beto_generate_integrated(1)
Are not correct after examining, those are obsolete ones.",Beto-24022020-004,,53,3,NaN,N:\Stimuli\2019-12-Evolutions\2020-02-24-Beto-02\2020-02-24-14-30-27
NaN,CMAGA_cmp,NaN,,"005 at 312 PM 
64 (-3,-2.7) 3 1 CMAES 
64 (-3,-2.7) 3 1 GA ",Beto-24022020-005,200224_Beto_generate_integrated,64,3,NaN,N:\Stimuli\2019-12-Evolutions\2020-02-24-Beto-03\2020-02-24-15-11-49
NaN,,NaN,,"Rf map start at 950. Signals actually look decent, just very loose, hope he doesnt shake too much. Def a few channels that look totally shot. 6 blocks com stop at 10:00.",Beto-27102020-001,201027_Beto_rfMapper_basic(1),NaN,NaN,NaN,
5,BigGAN_FC6,NaN,,"BG start at 1012. CH 5 (0,0) 3 2 hash. cmaes. Fc6 vs BG class. I am doing the hash of CH 5 because it had better RF. I does have SU. Hmmmm evo images started about 20-40 s/s lower than natural. B9, might climb, psth is looking better. Fc6 climing B11. Fc6 still climbing at 17, good sign! Fc6 climbed! BG did not, 25 blocks stop at 1032",Beto-27102020-002,201027_Beto_generate_BigGAN,5,3,NaN,N:\Stimuli\2020-BigGAN\2020-10-27-Beto-01\2020-10-27-10-12-38
5,,NaN,,"BG start at 1035. CH 42 (0,0) 2 1 cmaes, fc6 vs BG. Hash. Okay trying a V1 channel, psth doesnt look great, it is so high though!  It doesn’t sound VR, just constantly active. Might not climb. Taking a nap, I am trying to keep him happy so he doesn’t bump, he has had 150 already. Baseline jumped up.... stop. Redo array connection and try again.",Beto-27102020-003,201027_Beto_generate_BigGAN(1),42,2,NaN,N:\Stimuli\2020-BigGAN\2020-10-27-Beto-02\2020-10-27-10-35-50
5,BigGAN_FC6,NaN,,"CH 42, same as above, start at 1053. B10, fc6 is climbing, maybe.... B15-wahoo fc6 is climbing. BG might be too. His channels look better after re adjusting. He bumped and they stayed the same. 19 blocks stop at 1120.",Beto-27102020-004,201027_Beto_generate_BigGAN(2),42,2,NaN,N:\Stimuli\2020-BigGAN\2020-10-27-Beto-03\2020-10-27-10-53-12
NaN,,NaN,,"Sel with 12 gabors. CH 42 (0,0) 2 degrees. Start at 1122. 10 blocks 1127.",Beto-27102020-005,201027_Beto_selectivity_basic,NaN,NaN,NaN,N:\Stimuli\2020-BigGAN\2020-10-27-Beto-03\selectivity
NaN,,NaN,,"11/10/20. Plugged in, signals look decent for what they are. 5 still has SU, V1s look pretty good.
Start rf mapping at 1239. Might try 1. we did 5 previously. Ugh. When he bumps, all ITS move, noise jumps up.... 5 blocks stop at 1248.
Gen GB start at 1253. CH 6 (-1,1) 3 1 hash. Fc6 vs BG. Psth doesn’t look great, but ok. Noooooo, baseline climbing, i think from noise. 
not stable, alas. Whole baseline is moving up and down.",Beto-10112020-001,201110_Beto_rfMapper_basic,NaN,NaN,NaN,
5,BigGAN_FC6,NaN,,"Lets try CH 39 for fun. (0,0) 3 2 hash. It climbed!",Beto-10112020-002,201110_Beto_generate_BigGAN(2),39,3,NaN,N:\Stimuli\2020-BigGAN\2020-11-10-Beto-01\2020-11-10-13-33-32
NaN,,NaN,,"Rf mapper start at 1156. Plugged in bottom array; IT channels. 5 blocks stop at 1201.",Beto-20112020-001,201120_Beto_rfMapper_basic,NaN,NaN,NaN,
2,BigGAN_FC6,NaN,,"CH 29 (0, 1). 3 degrees. SU (2/5), this might be a long shot but the rf looked good and it sounds like a good unit. Start at 1208. Psth for evo images is spiking. Block 8, looks like fc6 is climbing. Yep, fc6 is climbing! At block 23, it is getting a littl more noisey. 28 blocks complete stop at 1233.
CH 25 (0,0) 3 1, hash (5/5). Start at 1235. Ehh this one not looking so hot. Psth not great. Nothing climing yet at 5 blocks. This one is not climbing. I want him to go 15 more minutes then stop. Yeah, 11 blocks in.... everything is climbing, unstable I stopped recording, no sense in saving.",Beto-20112020-002,201120_Beto_generate_BigGAN,29,3,NaN,N:\Stimuli\2020-BigGAN\2020-11-20-Beto-01\2020-11-20-12-08-07
